titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
Les Copeaux numériques,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,29 rue Victor Hugo  76140 Le Petit-Quevilly  France,76140,Le Petit-Quevilly,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLab de Montivilliers,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,Olivier Longour,,,,,,2 Rue du Champ de Foire  76290 Montivilliers  France,76290,Montivilliers,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
lh3d — Lycée Jules Siegfried,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://lh3d.fr/,Boris.L,02 35 11 25 56,,,,,181 Quai Frissard  76600 Le Havre  France,76600,Le Havre,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Lab'Cesi Angoulême,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://angouleme.cesi.fr/fablab/,,,,,,,,,Angoulême,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
CREALAB,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.eurekatech.fr/contact/,,05 45 25 51 00,,,,,70 Rue Jean Doucet  16470 Saint-Michel,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Bigup 17,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://bigup17.fr/,seb,05 46 98 12 54,,,,,7  route de l'Orgère 17610 Saint Sauvant,,Saint Sauvant,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Fablab 19,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,05 55 86 48 00,,,,,7 Rue Jules Vallès  19100 Brive-la-Gaillarde,19100,Brive,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Quincaillerie numérique,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.laquincaillerie.tl/,Baptiste Ridoux, 05 55 80 93 25,,,,,22 Avenue Charles de Gaulle  23000 Guéret,23000,Guéret,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Mars’Hack Fablab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://mars-hack-lab.fr/,Arnaud Zany,,,,,,"95 Route de Bordeaux
24430 Marsac-sur-l’Isle",,Marsac,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Bordeaux école numérique,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,33130,Bègles,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Communauté de Communes de Montesquieu,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,05 57 96 79 63,,,,,,33650,Martillac,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
L'Établi – UTL Landes,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://letabli.net/,Fernand,,,,,,pôle associatif - 18 rue de Moscou,40140,Soustons,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Pulseo,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://pulseo.fr/makeo/,Pol Olory,05 24 26 30 10,,,,,1 Avenue de la Gare  40100 Dax,40100,Dax,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Mips-Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://www.mips-lab.net/informations-pratiques,Guillaume,,,,,,4 Rue Despourrins  64000 Pau,64000,Pau,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
La Fab'Brique - Le Fablab du Béarn des Gaves,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://lafabbrique.org/du/,Rick Palmer ,,,,,,"Module#3 - La Station RD27
64390 Sauveterre-de-Béarn",64390,Sauveterre-de-Béarn,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Betalab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.labetapi.fr/,Kim Delagarde,,,,,,5 Rue du Bourgneuf  79500 Melle,79500,Melle,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Parth'Lab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.parthlab.fr/,,05-49-71-08-70,,,,,5 Rue Jean Macé,79200,Parthenay,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Les Usines (nouvelles),,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://lesusines.fr/fablab/,Julien Rat,,,,,,La Filature  Avenue de la Plage  ,86240,Ligugé,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
FabLCube,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,11  Allée des Gravelles  87280 Limoges,87000,Limoges,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Flame,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://www.cm-ariege.fr/flame-2796.html,Christophe Huertas,05.61.02.22.83,,,,,2 Rue Jean Moulin  09001 Foix  France,,Foix,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
"#Erreur - DeltaLab
en occitanie correspond à une entreprise",,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Acilab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,http://acilab.fr/,Peter Wollny,,,,,,7 rue du cougaing  11300 Limoux,,Limoux,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
"#Doublon - Trait d’Union accompagnement
Cela correspond au projet ACilab",,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Le Grand Narbonne,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,Laurie Bullich,04 11 23 22 00,,,,,,,Narbonne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
RuTech / FabLab de la MJC de Rodez,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,,David Marois,,,,,,1 rue saint cyrice,,Rodez,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
CréaLab - MillauLab,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,www.millaulab.fr,,05 65 60 08 00,,,,,10 Boulevard Sadi Carnot  Millau,,Millau,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Les incroyables possibles,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://lefablab.fr/,Rajâa,,,,,,69 Rue Georges Besse,,Nimes,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Artilect,,NUMERIQUE,,DIY/FABLAB,,ENTREPRISE,,https://artilect.fr/,Nicolas Lassabe,,,,,,27Bis Allée Maurice Sarraut,,Toulouse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/04/2020
Créatech,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,Toulouse,,,,,,,,,,,
Makers & Co,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,3 rue rodolose,,Toulouse,,,,,,,,,,,
Le Rambot du Cactus,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,1 rue des Teinturiers,,Toulouse,,,,,,,,,,,
Roselab,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,55 avenue Louis Bréguet,,Toulouse,,,,,,,,,,,
MJC de St Jean,,NUMERIQUE,,DIY/FABLAB,,,,,,05 32 09 67 60,,,,,,,Saint-Jean,,,,,,,,,,,
LabTop Innovation,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,Figarol,,,,,,,,,,,
Le Facteur Humain,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,Ayguesvives,,,,,,,,,,,
Info@Lèze,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,Lagardelle-sur-Lèze,,,,,,,,,,,
La Bobine,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,Auch,,,,,,,,,,,
web 5,,NUMERIQUE,,DIY/FABLAB,,,,http://fablab.web-5.org/,,,,,,,,,Béziers,,,,,,,,,,,
Partage Innov Saint-Pierre,,NUMERIQUE,,DIY/FABLAB,,,,,Benoît Sijobert,,,,,,3 rue Ginies Mares,,Palavas-les-flots,,,,,,,,,,,
LabSud,,NUMERIQUE,,DIY/FABLAB,,,,https://labsud.org/,"Mentzo de WINTER
",,,,,,120 allée John Napier,,Montpellier,,,,,,,,,,,
FABLAB de GOURDON ,,NUMERIQUE,,DIY/FABLAB,,,,http://www.fablabgourdon.fr,Fabien Devier,NR,,,,,20 Boulevard des Martyrs  46300 Gourdon,46300,Gourdon,,,,,,,,,,,
Num'n'Coop,,NUMERIQUE,,DIY/FABLAB,,,,http://numncoop.fr/,Alban Tiberghien,04.48.25.00.23,,,,,12  rue Albert Einstien,,Mende,,,,,,,,,,,
SquareGoLab,,NUMERIQUE,,DIY/FABLAB,,,,,Joris Navarro,,,,,,,,Perpignan,,,,,,,,,,,
"Maillol Fablab
",,NUMERIQUE,,DIY/FABLAB,,,,,Fabien Roca,pas de fixe,,,,,"73 Avenue Pau Casals  66000 Perpignan
",,Perpignan,,,,,,,,,,,
Fablab Sevigné,,NUMERIQUE,,DIY/FABLAB,,,,,Pierre Dolle,pas de fixe,,,,,21 Avenue Fernand de Chefdebien  66000 Perpignan,,Perpignan,,,,,,,,,,,
ACNE (AlbiLab),,NUMERIQUE,,DIY/FABLAB,,,,,,pas de fixe,,,,,,,Albi,,,,,,,,,,,
Fablab Carmaux,,NUMERIQUE,,DIY/FABLAB,,,,,Brice Rey,,,,,,Espl. des Écoles81400 Saint-Benoît-de-Carmaux  France,,Carmaux,,,,,,,,,,,
MontauLab,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,Montauban,,,,,,,,,,,
Fablab Origami,,NUMERIQUE,,DIY/FABLAB,,,,http://lab-origami.fr/,,05 63 28 10 36,,,,,15 Avenue Du Père Evariste Huc,,Caylus,,,,,,,,,,,
Corfi 2 Rives,,NUMERIQUE,,DIY/FABLAB,,,,https://www.mefi-2rives.fr/presentation,Alain Valeye,05 63 29 62 20,,,,,29 Avenue Jean Baylet,,Valence-d’Agen,,,,,,,,,,,
La Bobine,,NUMERIQUE,,DIY/FABLAB,,,,https://www.la-bobine.fr/,Ilona,06 95 72 93 31,,,,,6 rue Roger Salengro ,,Auch,,,,,,,,,,,
D’Clic Lab  Les petits débrouillards 04,,NUMERIQUE,,DIY/FABLAB,,,,https://www.dcliclab.fr/,Yann Sanchez,04 92 70 67 09,,,,,10 rue Arthur Robert – 04100 Manosque,4100,,,,,,,,,,,,
Fab’Alpes,,NUMERIQUE,,DIY/FABLAB,,,,http://www.fabalpes.org,Philippe,09 54 88 98 28,,,,,5 Rue Léon Olphe-Galliard  05000 Gap  France,5000,Gap,,,,,,,,,,,
NiceLab,,NUMERIQUE,,DIY/FABLAB,,,,https://blog.nicelab.eu,?,?,,,,,19 Rue Louis Garneray  06300 Nice  France,6300,Nice,,,,,,,,,,,
Fablab@UCA,,NUMERIQUE,,DIY/FABLAB,,,,http://univ-cotedazur.fr/fr/education/fablab/fr#.XpYYaZk69PY,Marie Pelleau,,,,,,28 Avenue de Valrose 06002 Nice,6002,Nice,,,,,,,,,,,
SoFab,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,13,,,,,,,,,,,,
Fablab Centrale,,NUMERIQUE,,DIY/FABLAB,,,,https://fablab.asso.centrale-marseille.fr,,,,,,,38 Rue Frédéric Joliot Curie  13013 Marseille,13013,Marseille,,,,,,,,,,,
Fabulerie,,NUMERIQUE,,DIY/FABLAB,,,,https://lafabulerie.com/,,,,,,,10 boulevard Garibaldi  13001 Marseille,13001,Marseille,,,,,,,,,,,
Laboratoire d’Aixpérimentation et de bidouille,,NUMERIQUE,,DIY/FABLAB,,,,https://labaixbidouille.com/,François Le Cousin,,,,,,413 Avenue Gaston Berger  13100 Aix-en-Provence,13100,Aix-en-Provence,,,,,,,,,,,
LFO,,NUMERIQUE,,DIY/FABLAB,,,,http://lfofablab.org,,,,,,,41 Rue Jobin  13003 Marseille  France,13003,Marseille,,,,,,,,,,,
ENSP Arles,,NUMERIQUE,,DIY/FABLAB,,,,https://www.ensp-arles.fr/lieu/fablab/,Yannick Vernet,,,,,,16 rue des Arènes  13200 Arles  France,13200,Arles,,,,,,,,,,,
ENSAM AIX,,NUMERIQUE,,DIY/FABLAB,,,,https://www.fablabclunisois.fr/fablab/,,,,,,,2 Cours des Arts et Métiers  13617 Aix-en-Provence  France,13617,Aix-en-Provence,,,,,,,,,,,
i-Lab Toulon,,NUMERIQUE,,DIY/FABLAB,,,,i-lab.info,Eric Serre,06 18 07 63 33,,,,,Place Georges Pompidou  83000 Toulon  France,83000,Toulon,,,,,,,,,,,
Fablab du Lycée La Tourrache,,NUMERIQUE,,DIY/FABLAB,,,,https://www.lyceetourrache.com/fablab,?,,,,,,450 Rue François Arago  83130 La Garde  France,83130,La Garde,,,,,,,,,,,
FabLab Mod&Lab,,NUMERIQUE,,DIY/FABLAB,,,,https://mode83.net/site/,Christelle BROCHET,04 94 50 98 90,,,,,55 avenue du 4 septembre  83300 Draguignan,83300,Draguignan,,,,,,,,,,,
AviLab,,NUMERIQUE,,DIY/FABLAB,,,,https://www.avilab.fr/,Léo,,,,,,14 TER Impasse Lescure,84000,Avignon,,,,,,,,,,,
Lou Fabiloub ,,NUMERIQUE,,DIY/FABLAB,,,,https://loufabiloub.fr/ ,Christophe,,,,,,27 Bis Avenue de la Trillade,84000,Avignon,,,,,,,,,,,
Gare Numérique,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,84200,Carpentras,,,,,,,,,,,
Deltalab Prototype,,NUMERIQUE,,DIY/FABLAB,,,,https://deltalabprototype.fr/,Bernard Grossat,=+33 9 53 95 08 50 / +33 7 69 84 39 58,,,,,4 Rue du Presbytère  84600 Grillon  France,84600,Grillon,,,,,,,,,,,
La Fruitière Numérique,,NUMERIQUE,,DIY/FABLAB,,,,,Pauline,09 67 46 07 40,,,,,,84160,Lourmarin,,,,,,,,,,,
La Bricothèque,,NUMERIQUE,,DIY/FABLAB,,,,https://fablab-pernes.fr/,Olivier et Aurore,Pas de fixe,,,,,492 Cours Frizet  84210 Pernes-les-Fontaines,84210,Pernes les fontaines ,,,,,,,,,,,
Médiathèque Les Carmes,,NUMERIQUE,,DIY/FABLAB,,,,https://mediathequelescarmes.ampmetropole.fr/,Léopold Thoma,0646700562,,,,,69-72 Avenue Maréchal Leclerc,84120,Pertuis,,,,,,,,,,,
Ping,,NUMERIQUE,,DIY/FABLAB,,,,https://www.pingbase.net/,,02 40 16 86 78,,,,,38 Rue du Breil  44100 Nantes  France,44000,Nantes,,,,,,,,,,,
Ar Vilin Don,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,44170,Marsac-sur-don,,,,,,,,,,,
cowork Notre-Dame,,NUMERIQUE,,DIY/FABLAB,,,,http://www.coworking-france.com/espace-coworking/cowork-notre-dame/,,07 83 13 90 63,,,,,92 Rue des Colibris  44430 Le Loroux-Bottereau  France,44430,Le Loroux-Bottereau,,,,,,,,,,,
Sciences & Bidouilles,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,28 Rue de la Picotière  49000 Angers  France,49100,Angers,,,,,,,,,,,
Le Boc@l - Bricole Locale,,NUMERIQUE,,DIY/FABLAB,,,,https://bocal.csc49.fr/,Yvan Godereau,0241305055,,,,,5 Rue de la Gabardière  49120 Chemillé-en-Anjou  France,49120,Chemillé-en-Anjou,,,,,,,,,,,
AICLA (bricolab),,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,,,,,,,,,,,,
Roch Lab,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,,,,,,,,,,,,,,
eMode,,NUMERIQUE,,DIY/FABLAB,,,,,,,,,,,20 Rue du Carteron  49300 Cholet  France,49300,Cholet,,,,,,,,,,,
Hackerspace Haum,,NUMERIQUE,,DIY/FABLAB,,,,https://haum.org/,,,,,,,57 Boulevard Demorieux  72000 Le Mans  France,72000,Le Mans,,,,,,,,,,,
TkPx - Tiers-Lieu Ephemere,,NUMERIQUE,,DIY/FABLAB,,,,,Audric Gueidan,06 71 87 81 17,,,,,,85610,La Bernardière,,,,,,,,,,,
Les Amis du Ludylab,,NUMERIQUE,,DIY/FABLAB,,,,https://www.ludylab.fr/,,02 51 63 94 90,,,,,2 Rue du Bocage85500 Chanverrie  France,85000,Chanverrie,,,,,,,,,,,
Zbis,,NUMERIQUE,,DIY/FABLAB,,,,http://zbis.fr,,09 80 51 95 97,,,,,Saint-Georges-de-Montaigu  85600  France,85600,Saint Georges de Montaigu,,,,,,,,,,,
Lab-ouest,,NUMERIQUE,,DIY/FABLAB,,,,https://www.lab-ouest.org,,,,,,,123 Boulevard Louis Blanc  85000 La Roche-sur-Yon  France,85000,La Roche-sur-Yon,,,,,,,,,,,
